feature,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,ftype,gene_name,product_name,product_short,gene_only_label,gene_product_label,COG,EC_number,annotation_status,plot_label,tnseq_change
E745S_00443,775.893428755714,-4.16901859557568,1.19985532252794,-3.4746010767299,0.000511613575494401,0.0245098596632201,CDS,pyrK_2,Dihydroorotate dehydrogenase B (NAD(+)), electron transfer subunit,Dihydroorotate dehydrogenase B (NAD(+)), electron trans,pyrK_2,pyrK_2 / Dihydroorotate dehydrogenase B (NAD(+)), electron trans,COG0543,,annotated,pyrK_2 / Dihydroorotate dehydrogenase B (NAD(+)), electron trans,Lower mutant abundance
E745S_02443,48.2303498365525,-8.22144745449628,2.38039250284052,-3.45382009256273,0.000552705956074895,0.0258766879435065,CDS,NA,hypothetical protein,hypothetical protein,E745S_02443,hypothetical protein,,,annotated,hypothetical protein,Lower mutant abundance
E745S_02968,75.698712736455,-8.7248647631342,2.54448619648351,-3.42892988580248,0.000605966048379157,0.0277397791035792,CDS,NA,hypothetical protein,hypothetical protein,E745S_02968,hypothetical protein,,,annotated,hypothetical protein,Lower mutant abundance
E745S_01422,411.407229439579,-2.66112218984964,0.779465737382756,-3.41403356456052,0.000640086897285587,0.0278130962323173,CDS,misCA,Membrane protein insertase MisCA,Membrane protein insertase MisCA,misCA,misCA / Membrane protein insertase MisCA,COG0706,,annotated,misCA / Membrane protein insertase MisCA,Lower mutant abundance
E745S_01910,1270.6368499219,-1.2186700372972,0.357312687615418,-3.41065425196676,0.000648072145219043,0.0278130962323173,CDS,topB_2,DNA topoisomerase 3,DNA topoisomerase 3,topB_2,topB_2 / DNA topoisomerase 3,COG0550,5.6.2.1,annotated,topB_2 / DNA topoisomerase 3,Lower mutant abundance
E745S_01927,78.0720267556844,-6.09500796964248,1.78201352545334,-3.42029276578691,0.000625537757304743,0.0278130962323173,CDS,xerC_7,Tyrosine recombinase XerC,Tyrosine recombinase XerC,xerC_7,xerC_7 / Tyrosine recombinase XerC,,,annotated,xerC_7 / Tyrosine recombinase XerC,Lower mutant abundance
E745S_02813,97.5549185743108,-7.40854481927619,2.18602285961457,-3.38905185126126,0.000701347470917524,0.0293983184982368,CDS,NA,hypothetical protein,hypothetical protein,E745S_02813,hypothetical protein,,,annotated,hypothetical protein,Lower mutant abundance
E745S_00566,50.9892749842642,-7.99464311610843,2.38287843633957,-3.35503607493688,0.000793546353668762,0.032053048795248,CDS,pycA,Pyruvate carboxylase,Pyruvate carboxylase,pycA,pycA / Pyruvate carboxylase,,6.4.1.1,annotated,pycA / Pyruvate carboxylase,Lower mutant abundance
E745S_02618,1536.82972259371,1.56825126165092,0.474199342078663,3.30715613137811,0.000942483457520383,0.0373368446633075,CDS,NA,hypothetical protein,hypothetical protein,E745S_02618,hypothetical protein,,,annotated,hypothetical protein,Higher mutant abundance
E745S_01274,321.25625817489,-5.21671338838085,1.58182821230001,-3.29790134466982,0.000974103530753353,0.0378613825160737,CDS,msr(C),ABC-F type ribosomal protection protein Msr(C),ABC-F type ribosomal protection protein Msr(C),msr(C),msr(C) / ABC-F type ribosomal protection protein Msr(C),,,annotated,msr(C) / ABC-F type ribosomal protection protein Msr(C),Lower mutant abundance
E745S_00569,83.5564970677367,7.64916868694287,2.33713444964871,3.27288346123716,0.0010645636066106,0.0406111301781081,CDS,recQ_1,ATP-dependent DNA helicase RecQ,ATP-dependent DNA helicase RecQ,recQ_1,recQ_1 / ATP-dependent DNA helicase RecQ,COG0514,3.6.4.12,annotated,recQ_1 / ATP-dependent DNA helicase RecQ,Higher mutant abundance
E745S_02053,3146.52292935275,1.38881236131533,0.427711854965365,3.24707474247538,0.00116597765237807,0.0421324606294753,CDS,murA1_1,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,murA1_1,murA1_1 / UDP-N-acetylglucosamine 1-carboxyvinyltransferase,,2.5.1.7,annotated,murA1_1 / UDP-N-acetylglucosamine 1-carboxyvinyltransferase,Higher mutant abundance
E745S_02956,1016.29516568598,1.52104901686834,0.467041407724703,3.25677550579182,0.00112685516062812,0.0421324606294753,CDS,topB_4,DNA topoisomerase 3,DNA topoisomerase 3,topB_4,topB_4 / DNA topoisomerase 3,COG0550,5.6.2.1,annotated,topB_4 / DNA topoisomerase 3,Higher mutant abundance
E745S_02970,2175.39607982119,-1.37682991708252,0.424663757736881,-3.24216487043755,0.00118625374587843,0.0421324606294753,CDS,pemK,Endoribonuclease PemK,Endoribonuclease PemK,pemK,pemK / Endoribonuclease PemK,,3.1.-.-,annotated,pemK / Endoribonuclease PemK,Lower mutant abundance
E745S_03161,617.840621024723,-1.79175143355964,0.551559501665273,-3.24851884184747,0.00116007525496392,0.0421324606294753,CDS,NA,hypothetical protein,hypothetical protein,E745S_03161,hypothetical protein,,,annotated,hypothetical protein,Lower mutant abundance
