,ERR1797972_pass,ERR1797973_pass,ERR1797974_pass,ERR1797969_pass,ERR1797970_pass,ERR1797971_pass
E745S_00003,2.73180300311401,0.905859991809578,1.98206015019831,4.6169307293462,2.9634995905017,2.1323818699191
E745S_00004,122.020534139092,125.914538861531,134.780090213485,154.667179433098,146.199313131417,162.061022113851
E745S_00006,1506.13405571686,1472.02248669056,1442.93978934437,827.584833235306,888.062043953676,896.666576300981
E745S_00007,401.575041457759,372.308456633736,336.950225533713,180.060298444502,209.420637728787,172.722931463447
E745S_00008,4.55300500519001,3.62343996723831,4.95515037549578,6.9253960940193,1.9756663936678,1.06619093495955
E745S_00009,1084.52579223626,952.058851391866,1035.62642847862,1154.23268233655,1110.3245132413,1150.42001882135
E745S_00010,1375.91811256842,1370.56616760789,1409.244766791,1877.93657416157,1843.29674529206,1808.2598256914
E745S_00011,91.9707011048382,78.8098192874333,81.2644661581307,63.4827975285102,55.3186590226984,71.4347926422898
E745S_00012,104.71911511937,123.196958886103,120.905669162097,102.726708727953,112.612984439065,142.86958528458
E745S_00013,8435.80767361605,8702.59694131461,8752.77762327574,13988.1458772366,13866.2145839575,14230.4504089051
E745S_00014,1468.7994146743,1337.95520790275,1389.42416528902,1139.22765746617,1189.35116898802,1084.31618085386
E745S_00015,597.35425668093,631.384414291276,629.304097687964,915.306517092884,925.599705433365,906.262294715617
E745S_00016,648.347912739058,631.384414291276,574.79744355751,1003.02820095046,1044.13968905343,1028.87425223596
E745S_00017,1088.16819624041,907.671711793197,1001.93140592525,1482.03476412013,1482.73762844768,1390.31297918725
E745S_00018,4413.6830520312,4226.74272178349,4099.89142068521,7299.36748309634,7625.08444636088,7191.45785630216
E745S_00019,18092.7312896241,20594.7269137907,20787.8468552799,21574.9172982348,21805.4299869115,21073.2638294755
E745S_00020,4.55300500519001,6.34101994266704,10.9013308260907,5.77116341168275,1.9756663936678,5.33095467479774
E745S_00021,30.9604340352921,26.2699397624778,33.6950225533713,73.8708916695392,75.0753229593764,81.0305110569257
E745S_00023,1.821202002076,13.5878998771437,9.91030075099155,3.46269804700965,3.9513327873356,5.33095467479774
E745S_00024,194.868614222132,243.676337796776,291.362842079152,198.528021361887,227.201635271797,187.649604552881
E745S_00025,609.192069694423,726.499713431281,826.519082632696,8008.06635005098,7035.34802785104,7132.81735487938
E745S_00026,6.37420700726602,14.4937598689532,15.8564812015865,12.696559505702,12.8418315588407,13.8604821544741
E745S_00027,1075.41978222588,1219.28754897569,968.236383371875,9799.43547303731,8102.20788043165,7572.08802008272
E745S_00028,2230.06185154207,2162.28780044946,2139.63393213908,1207.32738572403,1184.41200300385,1182.40574687014
E745S_00029,647.43731173802,669.430533947278,750.209766850061,754.868174248104,794.217890254456,766.591282235916
E745S_00030,6.37420700726602,9.96445990990535,7.92824060079324,8.07962877635585,11.8539983620068,6.39714560975729
E745S_00031,101.076711115218,107.79733902534,113.968458636403,275.861611078435,276.593295113492,255.885824390292
E745S_00032,156.623372178536,170.301678460201,150.636571415072,537.872429968832,539.35692547131,543.75737682937
E745S_00034,37.3346410425581,42.5754196150502,37.6591428537679,58.865866799164,58.2821586132001,58.6405014227752
E745S_00035,4983.71927868099,4754.85909700847,4854.06530783566,13084.3816869671,13151.0233494497,12421.1243922787
E745S_00037,485.350333553255,490.976115560791,516.32666912666,260.85658620806,224.238135681295,235.62819662606
E745S_00038,1771.11894701891,1869.69502309497,1784.84516525358,3488.09116602105,3040.55057985475,3319.05238052908
E745S_00039,866.892152988178,1073.44409029435,972.200503672271,991.485874127096,1035.24919028193,941.446595569282
E745S_00040,205.795826234589,210.159518099822,209.107345845922,247.005794020022,214.359803712956,240.959151300858
E745S_00041,1048.10175219474,1107.86676998311,1024.72509765253,1075.74485993766,933.502371008036,970.23375081319
E745S_00042,244.041068278185,264.511117608397,279.470481177962,2122.63390281691,1953.93406333745,1746.42075146374
E745S_00043,344.207178392365,332.450616994115,326.048894707622,1263.88478715852,1261.46299235689,1257.03911231731
E745S_00044,342.385976390289,223.747417976966,228.927947347905,1289.27790616993,1167.61883865767,1327.40771402464
E745S_00045,22.7650250259501,18.1171998361916,25.766781952578,42.7066092464523,41.4889942670238,45.8462102032606
E745S_00046,485.350333553255,505.469875429744,511.371518751164,2627.03358499799,2471.55865847842,2450.10676853704
E745S_00047,1099.09540825287,1076.16167026978,1109.95368411105,5701.90945074256,5372.82475757958,5577.2447807734
E745S_00048,315.978547360187,372.308456633736,336.950225533713,1490.11439289649,1610.16811083926,1651.52975825234
E745S_00049,408.859849466063,436.624516052216,438.035293193827,1741.73711764585,1929.23823341661,1777.34028857757
E745S_00050,429.803672489937,450.21241592936,382.537608988274,2263.45029006197,2118.90220720872,2184.62522573212
E745S_00051,75.5798830861542,53.4457395167651,72.3451954822383,320.876685689561,288.447293475499,346.512053861853
E745S_00052,28.2286310321781,21.7406398034299,21.8026616521814,87.7216838575778,98.78331968339,93.8248022764403
E745S_00053,47.3512520539761,40.763699631431,28.7398721778755,141.970619927396,130.393981982075,130.075294065065
E745S_00054,313.246744357073,335.168196969544,289.380781928953,988.023176080087,857.439214851826,919.056585935131
E745S_00055,84.6858930965342,72.4687993447662,84.2375563834282,244.697328655349,244.982632814807,232.429623821182
E745S_00056,70.1162770799262,96.0211591318152,87.2106466087257,207.761882820579,224.238135681295,243.091533170777
E745S_00059,370.614607422467,361.438136732022,382.537608988274,1356.22340174545,1476.81062926668,1482.00539959377
E745S_00060,1.821202002076,1.81171998361916,0,4.6169307293462,7.9026655746712,7.46333654471684
E745S_00061,753.067027858428,863.284572194528,849.312774359976,1446.2535509677,1578.55744854057,1646.19880357754
E745S_00062,446.194490508621,409.448716297929,427.133962367736,2130.71353159327,1962.82456210896,2129.18329711422
E745S_00063,825.915107941468,797.156792792428,761.111097676151,1007.64513167981,1030.31002429776,893.468003496102
E745S_00064,72.8480800830402,69.7512193693375,66.3990150316434,70.4081936225295,68.1604905815391,61.8390742276538
E745S_00065,55.5466610633181,41.6695596232406,40.6322330790654,75.0251243518757,46.4281602511933,57.5743104878156
E745S_00066,75.5798830861542,87.868419205529,84.2375563834282,72.7166589872026,83.9658217308815,91.6924204065212
E745S_00067,116.556928132864,97.8328791154344,92.1657969842214,118.885966280665,112.612984439065,134.340057804903
E745S_00068,274.090901312439,273.569717526492,265.596060126574,413.215300276485,374.388781600048,399.821600609831
E745S_00069,216.723038247045,269.946277559254,231.901037573202,250.468492067031,278.56896150716,285.739170569159
E745S_00070,231.292654263653,236.4294578623,228.927947347905,216.995744279271,251.897465192645,281.474406829321
E745S_00071,604.639064689233,623.231674364989,599.573195434989,774.490129847825,775.449059514612,787.915100935107
E745S_00072,15.480217017646,12.6820398853341,6.93721052569409,17.3134902350482,11.8539983620068,20.2576277642314
E745S_00073,66.4738730757742,111.420778992578,100.094037585015,77.3335897165488,71.1239901720408,106.619093495955
E745S_00074,11.837813013494,13.5878998771437,15.8564812015865,8.07962877635585,15.8053311493424,13.8604821544741
E745S_00075,75.5798830861542,82.4332592546716,73.3362255573375,84.2589858105681,71.1239901720408,101.288138821157
E745S_00076,138.411352157776,114.138358968007,116.9415488617,153.512946750761,154.101978706088,154.597685569135
E745S_00077,181.209599206562,162.148938533914,155.591721790567,226.229605737964,254.860964783146,292.136316178916
E745S_00078,470.780717536647,300.74551728078,334.968165383514,332.419012512926,348.705118482367,349.710626666732
E745S_00079,105.629716120408,76.0922393120045,82.2554962332299,63.4827975285102,79.026655746712,81.0305110569257
E745S_00080,552.734807630067,538.080835134889,502.452248075272,566.728247027246,594.675584494008,617.324551341579
E745S_00084,19.122621021798,20.8347798116203,12.883390976289,8.07962877635585,20.7444971335119,22.3900096341505
E745S_00085,13.65901501557,5.43515995085747,8.9192706758924,18.4677229173848,14.8174979525085,15.9928640243932
E745S_00086,16.390818018684,7.24687993447662,11.8923609011899,11.5423268233655,12.8418315588407,13.8604821544741
E745S_00087,18.21202002076,14.4937598689532,15.8564812015865,26.5473516937406,21.7323303303458,21.323818699191
E745S_00088,205.795826234589,233.711877886871,205.143225545525,188.139927220858,191.639640185777,173.789122398406
E745S_00089,10.016611011418,23.552359787049,20.8116315770823,2.3084653646731,13.8296647556746,9.59571841463594
E745S_00091,50.9936560581281,53.4457395167651,57.479744355751,21.9304209643944,22.7201635271797,20.2576277642314
E745S_00092,5.46360600622801,7.24687993447662,5.94618045059493,10.3880941410289,9.878331968339,7.46333654471684
E745S_00093,68.2950750778502,74.2805193283854,67.3900451067426,38.0896785171061,33.5863286923526,38.3828736585438
E745S_00094,3.64240400415201,0.905859991809578,1.98206015019831,1.15423268233655,1.9756663936678,0
E745S_00095,15593.1315417748,16627.9660096566,15526.4681865785,7107.76485782847,7124.25301556609,7288.48123138348
E745S_00096,305.961936348769,284.440037428207,295.326962379548,2459.66984605919,1900.59107070842,1970.32084780525
E745S_00097,1450.58739465354,1820.77858353725,2029.62959380307,221.612675008618,249.921798798977,236.69438756102
E745S_00098,2068.88547435834,1943.97554242335,1941.42791711925,298.946264725166,331.911954136191,310.261562073229
E745S_00099,519.953171592699,505.469875429744,516.32666912666,7114.69025392249,7368.24781518406,7434.54938947293
E745S_00100,297.766527339427,301.651377272589,297.309022529747,453.613444158264,473.172101283438,421.145419309022
E745S_00101,94.7025041079522,91.4918591727673,108.022278185808,180.060298444502,188.676140595275,216.436759796788
E745S_00102,174.835392199296,189.324738288202,187.30468419374,288.558170584137,308.203957412177,277.209643089483
E745S_00103,669.291735762932,603.302754545179,604.528345810485,330.110547148253,333.887620529858,334.783953577298
E745S_00104,631.046493719336,522.681215274126,539.12036085394,312.797056913205,322.033622167852,297.467270853714
E745S_00105,1432.37537463278,1191.20588922959,1069.32145103199,318.568220324888,348.705118482367,334.783953577298
E745S_00106,7547.06109660296,6350.07854258514,6228.62402199819,1727.88632545782,1843.29674529206,1641.93403983771
E745S_00107,1713.75108395352,1418.5767471738,1605.46872166063,1081.51602334935,1099.45834807613,938.248022764403
E745S_00108,162.086978184764,169.395818468391,148.654511264873,377.434087124052,360.559116844374,321.989662357784
E745S_00109,644.705508734906,573.409374815463,612.456586411278,1759.0506078809,1699.07309855431,1693.11120471576
E745S_00110,916.975208045268,1090.65543013873,1293.2942480044,5726.14833707162,6365.59712039765,5483.41997849696
E745S_00111,4924.53021361352,4883.49121584543,4695.5004958198,4867.39922141323,4380.05239476151,4876.75733650498
E745S_00112,6767.58663971443,6948.85199717127,6128.52998441318,6077.03507250194,5329.36009691889,5917.3596890255
E745S_00113,1943.2225362151,1969.33962219402,1774.93486450259,1325.05911932236,1250.59682719172,1329.54009589456
