tig00000001	525	550	tig00000001:526-550	tig00000001	539	1145	E745S_00001	NA	IS256 family transposase ISEf1	-	11
tig00000001	550	575	tig00000001:551-575	tig00000001	539	1145	E745S_00001	NA	IS256 family transposase ISEf1	-	25
tig00000001	575	600	tig00000001:576-600	tig00000001	539	1145	E745S_00001	NA	IS256 family transposase ISEf1	-	25
tig00000001	600	625	tig00000001:601-625	tig00000001	539	1145	E745S_00001	NA	IS256 family transposase ISEf1	-	25
tig00000001	625	650	tig00000001:626-650	tig00000001	539	1145	E745S_00001	NA	IS256 family transposase ISEf1	-	25
tig00000001	650	675	tig00000001:651-675	tig00000001	539	1145	E745S_00001	NA	IS256 family transposase ISEf1	-	25
tig00000001	675	700	tig00000001:676-700	tig00000001	539	1145	E745S_00001	NA	IS256 family transposase ISEf1	-	25
tig00000001	700	725	tig00000001:701-725	tig00000001	539	1145	E745S_00001	NA	IS256 family transposase ISEf1	-	25
tig00000001	725	750	tig00000001:726-750	tig00000001	539	1145	E745S_00001	NA	IS256 family transposase ISEf1	-	25
tig00000001	750	775	tig00000001:751-775	tig00000001	539	1145	E745S_00001	NA	IS256 family transposase ISEf1	-	25
tig00000001	775	800	tig00000001:776-800	tig00000001	539	1145	E745S_00001	NA	IS256 family transposase ISEf1	-	25
tig00000001	800	825	tig00000001:801-825	tig00000001	539	1145	E745S_00001	NA	IS256 family transposase ISEf1	-	25
tig00000001	825	850	tig00000001:826-850	tig00000001	539	1145	E745S_00001	NA	IS256 family transposase ISEf1	-	25
tig00000001	850	875	tig00000001:851-875	tig00000001	539	1145	E745S_00001	NA	IS256 family transposase ISEf1	-	25
tig00000001	875	900	tig00000001:876-900	tig00000001	539	1145	E745S_00001	NA	IS256 family transposase ISEf1	-	25
tig00000001	900	925	tig00000001:901-925	tig00000001	539	1145	E745S_00001	NA	IS256 family transposase ISEf1	-	25
tig00000001	925	950	tig00000001:926-950	tig00000001	539	1145	E745S_00001	NA	IS256 family transposase ISEf1	-	25
tig00000001	950	975	tig00000001:951-975	tig00000001	539	1145	E745S_00001	NA	IS256 family transposase ISEf1	-	25
tig00000001	975	1000	tig00000001:976-1000	tig00000001	539	1145	E745S_00001	NA	IS256 family transposase ISEf1	-	25
tig00000001	1000	1025	tig00000001:1001-1025	tig00000001	539	1145	E745S_00001	NA	IS256 family transposase ISEf1	-	25
tig00000001	1025	1050	tig00000001:1026-1050	tig00000001	539	1145	E745S_00001	NA	IS256 family transposase ISEf1	-	25
tig00000001	1050	1075	tig00000001:1051-1075	tig00000001	539	1145	E745S_00001	NA	IS256 family transposase ISEf1	-	25
tig00000001	1075	1100	tig00000001:1076-1100	tig00000001	539	1145	E745S_00001	NA	IS256 family transposase ISEf1	-	25
tig00000001	1100	1125	tig00000001:1101-1125	tig00000001	539	1145	E745S_00001	NA	IS256 family transposase ISEf1	-	25
tig00000001	1125	1150	tig00000001:1126-1150	tig00000001	539	1145	E745S_00001	NA	IS256 family transposase ISEf1	-	20
tig00000001	2650	2675	tig00000001:2651-2675	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	1
tig00000001	2675	2700	tig00000001:2676-2700	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	2700	2725	tig00000001:2701-2725	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	2725	2750	tig00000001:2726-2750	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	2750	2775	tig00000001:2751-2775	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	2775	2800	tig00000001:2776-2800	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	2800	2825	tig00000001:2801-2825	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	2825	2850	tig00000001:2826-2850	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	2850	2875	tig00000001:2851-2875	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	2875	2900	tig00000001:2876-2900	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	2900	2925	tig00000001:2901-2925	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	2925	2950	tig00000001:2926-2950	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	2950	2975	tig00000001:2951-2975	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	2975	3000	tig00000001:2976-3000	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	3000	3025	tig00000001:3001-3025	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	3025	3050	tig00000001:3026-3050	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	3050	3075	tig00000001:3051-3075	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	3075	3100	tig00000001:3076-3100	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	3100	3125	tig00000001:3101-3125	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	3125	3150	tig00000001:3126-3150	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	3150	3175	tig00000001:3151-3175	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	3175	3200	tig00000001:3176-3200	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	3200	3225	tig00000001:3201-3225	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	3225	3250	tig00000001:3226-3250	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	3250	3275	tig00000001:3251-3275	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	3275	3300	tig00000001:3276-3300	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	3300	3325	tig00000001:3301-3325	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	3325	3350	tig00000001:3326-3350	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	3350	3375	tig00000001:3351-3375	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	3375	3400	tig00000001:3376-3400	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	3400	3425	tig00000001:3401-3425	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	3425	3450	tig00000001:3426-3450	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	3450	3475	tig00000001:3451-3475	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	3475	3500	tig00000001:3476-3500	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	3500	3525	tig00000001:3501-3525	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	3525	3550	tig00000001:3526-3550	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	3550	3575	tig00000001:3551-3575	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	3575	3600	tig00000001:3576-3600	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	3600	3625	tig00000001:3601-3625	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	3625	3650	tig00000001:3626-3650	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	3650	3675	tig00000001:3651-3675	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	3675	3700	tig00000001:3676-3700	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	3700	3725	tig00000001:3701-3725	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	3725	3750	tig00000001:3726-3750	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
tig00000001	3750	3775	tig00000001:3751-3775	tig00000001	2674	3853	E745S_00003	NA	IS256 family transposase ISEf1	+	25
